device_name,list_train_losses,list_validation_accs,list_validation_losses,max_validation_accs,min_train_losses,min_validation_losses,model_params_choices,training_time
NVIDIA GeForce GTX 1650,"[[0.9987487196922302, 0.6902998685836792, 0.690059244632721, 0.6896308064460754, 0.6891617178916931, 0.6898188591003418, 0.6897537112236023, 0.6896712183952332, 0.6885606646537781, 0.6902828216552734, 0.6896880865097046, 0.6899968385696411, 0.6897092461585999, 0.6895202994346619], [2.028780460357666, 0.6918476223945618, 0.6915526390075684, 0.6912428736686707, 0.6914457082748413, 0.7005892992019653, 0.7023519277572632, 0.6919766068458557, 0.6912803649902344, 0.6909186840057373, 0.6914307475090027, 0.6914405822753906, 0.6912868022918701, 0.6917235851287842, 0.6916366219520569, 0.6912864446640015], [1.678122639656067, 0.6915028095245361, 0.6913038492202759, 0.6908490657806396, 0.6902114152908325, 0.6910043358802795, 0.6906378865242004, 0.6910471320152283, 0.6912246942520142, 0.69038987159729, 0.691355288028717, 0.6909081339836121, 0.6916329264640808, 0.691129744052887, 0.6906517744064331], [1.0199692249298096, 0.6902068853378296, 0.6928732991218567, 0.6895651817321777, 0.6899683475494385, 0.689730167388916, 0.6903530955314636, 0.6896088719367981, 0.6898058652877808, 0.6899034976959229, 0.6899540424346924, 0.6895602345466614, 0.6898677349090576, 0.6900701522827148, 0.6901178956031799, 0.6895965337753296, 0.6898854970932007], [1.0767542123794556, 0.6900985836982727, 0.6904915571212769, 0.6899365782737732, 0.6904876828193665, 0.6901081204414368, 0.6899662017822266, 0.6901864409446716, 0.6897321343421936, 0.6895612478256226, 0.6933955550193787, 0.6901165843009949, 0.6897919774055481, 0.6897749900817871, 0.6895799040794373, 0.6896771192550659, 0.6885968446731567, 0.6902027726173401, 0.6894198656082153, 0.6897321343421936]]","[[48.57444561774023, 52.37592397043294, 52.37592397043294, 52.37592397043294, 52.37592397043294, 52.37592397043294, 52.37592397043294, 52.37592397043294, 52.37592397043294, 52.37592397043294, 52.37592397043294, 52.37592397043294, 52.37592397043294, 52.37592397043294, 52.37592397043294], [43.189017951425555, 56.599788806758184, 56.599788806758184, 56.599788806758184, 56.599788806758184, 56.599788806758184, 56.599788806758184, 56.599788806758184, 56.599788806758184, 56.599788806758184, 56.599788806758184, 56.599788806758184, 56.599788806758184, 56.599788806758184, 56.599788806758184, 56.599788806758184, 56.599788806758184], [49.52481520591341, 55.649419218585, 55.649419218585, 55.649419218585, 55.649419218585, 55.649419218585, 55.649419218585, 55.649419218585, 55.649419218585, 55.649419218585, 55.649419218585, 55.649419218585, 55.649419218585, 55.649419218585, 55.649419218585, 55.649419218585], [47.25158562367865, 52.64270613107822, 52.64270613107822, 52.64270613107822, 52.64270613107822, 52.64270613107822, 52.64270613107822, 52.64270613107822, 52.64270613107822, 52.64270613107822, 52.64270613107822, 52.64270613107822, 52.64270613107822, 52.64270613107822, 52.64270613107822, 52.64270613107822, 52.64270613107822, 52.64270613107822], [47.040169133192386, 53.06553911205074, 53.06553911205074, 53.06553911205074, 53.06553911205074, 53.06553911205074, 53.06553911205074, 53.06553911205074, 53.06553911205074, 53.06553911205074, 53.06553911205074, 53.06553911205074, 53.06553911205074, 53.06553911205074, 53.06553911205074, 53.17124735729387, 52.959830866807614, 53.06553911205074, 53.06553911205074, 53.06553911205074, 53.06553911205074]]","[[0.7054815888404846, 0.6939985752105713, 0.6938620805740356, 0.6924185156822205, 0.6920842528343201, 0.6936743259429932, 0.6922279000282288, 0.6925745010375977, 0.692374050617218, 0.697240948677063, 0.6923935413360596, 0.692666232585907, 0.6922735571861267, 0.6927382946014404, 0.6927477717399597], [0.7142685651779175, 0.6864219307899475, 0.689870297908783, 0.6889119148254395, 0.6865839958190918, 0.6895953416824341, 0.6845273971557617, 0.6880837082862854, 0.6869609951972961, 0.685100257396698, 0.6885755062103271, 0.6857607960700989, 0.6853545308113098, 0.6853438019752502, 0.6870302557945251, 0.6877511739730835, 0.6852287650108337], [0.6931524276733398, 0.6927344799041748, 0.6871728301048279, 0.6880031228065491, 0.6868242621421814, 0.686755359172821, 0.688927173614502, 0.6867865920066833, 0.6873714923858643, 0.6893776655197144, 0.6870686411857605, 0.6880466938018799, 0.6868612766265869, 0.6880226731300354, 0.6880905628204346, 0.6892197728157043], [0.6978926658630371, 0.6921303868293762, 0.6923146843910217, 0.6918593049049377, 0.6937486529350281, 0.6922891139984131, 0.6917935013771057, 0.6917489767074585, 0.6932926177978516, 0.6918573379516602, 0.6918088793754578, 0.6923220753669739, 0.6927068829536438, 0.6933088898658752, 0.6932141184806824, 0.6922429203987122, 0.6930187940597534, 0.6924392580986023], [0.703016996383667, 0.6916901469230652, 0.6915991902351379, 0.691283643245697, 0.6926553845405579, 0.6914519667625427, 0.693000316619873, 0.6921001672744751, 0.6913912892341614, 0.6913307309150696, 0.6872410178184509, 0.6915088891983032, 0.6912962794303894, 0.6923014521598816, 0.6914557814598083, 0.6913014054298401, 0.6911801099777222, 0.6943542957305908, 0.6912738680839539, 0.6921921968460083, 0.6913313269615173]]","[52.37592397043294, 56.599788806758184, 55.649419218585, 52.64270613107822, 53.17124735729387]","[0.6885606646537781, 0.6909186840057373, 0.6902114152908325, 0.6895602345466614, 0.6885968446731567]","[0.6920842528343201, 0.6845273971557617, 0.686755359172821, 0.6917489767074585, 0.6872410178184509]","{'hidden_units': 128, 'input_shape': 49152, 'learning_rate': 0.1, 'loss': CrossEntropyLoss(), 'max_epochs': 50, 'model': <class 'models.MP_1'>, 'optimizer': <class 'torch.optim.sgd.SGD'>, 'output_shape': 2}",590.769116640091
NVIDIA GeForce GTX 1650,"[[146.21701049804688, 0.6914445161819458, 0.6926813125610352, 0.6905605792999268, 0.6914896368980408, 0.6924256086349487, 0.6930084228515625, 0.690587043762207, 0.6931391358375549, 0.694696843624115, 0.6900275349617004, 0.6925538778305054, 0.6934681534767151, 0.6955454349517822, 0.6936165690422058, 0.692391037940979, 0.6937510967254639, 0.6934559345245361, 0.6937794089317322, 0.6956666707992554, 0.6928697824478149], [342.8622131347656, 0.6946090459823608, 0.6929611563682556, 0.6925112009048462, 0.6932817101478577, 0.693286120891571, 0.6916694045066833, 0.6940956115722656, 0.6969148516654968, 0.6941391825675964, 0.6924615502357483, 0.6948078870773315], [385.5393371582031, 0.6951801180839539, 0.693361222743988, 0.6935950517654419, 0.6921899914741516, 0.6920780539512634, 0.6938998103141785, 0.6936566829681396, 0.6936306357383728, 0.6945277452468872, 0.694980800151825, 0.6993606686592102], [370.68109130859375, 1.1705888509750366, 0.6907273530960083, 0.6927099227905273, 0.6929953694343567, 0.6924574375152588, 0.6926568746566772, 0.6911817789077759, 0.6960764527320862, 0.695667564868927, 0.6927376985549927, 0.6938265562057495, 0.6911780834197998, 0.6906730532646179], [206.51974487304688, 0.6920583248138428, 0.6908473372459412, 0.6967850923538208, 0.6920772790908813, 0.6922258734703064, 0.6926050782203674, 0.6919675469398499, 0.6949486136436462, 0.6914968490600586, 0.6915333271026611, 0.6943353414535522]]","[[43.82259767687434, 52.37592397043294, 52.37592397043294, 52.37592397043294, 52.37592397043294, 52.37592397043294, 52.37592397043294, 52.37592397043294, 52.37592397043294, 47.62407602956706, 52.37592397043294, 52.37592397043294, 52.37592397043294, 52.37592397043294, 47.62407602956706, 52.37592397043294, 52.37592397043294, 47.62407602956706, 52.37592397043294, 52.37592397043294, 47.62407602956706, 52.37592397043294], [54.5934530095037, 56.599788806758184, 56.599788806758184, 56.599788806758184, 56.599788806758184, 43.400211193241816, 56.599788806758184, 43.400211193241816, 56.599788806758184, 56.599788806758184, 56.599788806758184, 43.400211193241816, 43.400211193241816], [44.24498416050687, 55.649419218585, 55.649419218585, 55.649419218585, 55.649419218585, 55.649419218585, 55.649419218585, 55.649419218585, 55.649419218585, 55.649419218585, 55.649419218585, 55.649419218585, 44.350580781415], [52.219873150105705, 52.64270613107822, 52.64270613107822, 52.64270613107822, 52.64270613107822, 52.64270613107822, 52.64270613107822, 52.64270613107822, 52.64270613107822, 52.64270613107822, 52.64270613107822, 47.35729386892178, 52.64270613107822, 52.64270613107822, 52.64270613107822], [53.276955602537, 53.06553911205074, 53.06553911205074, 53.06553911205074, 53.06553911205074, 53.06553911205074, 53.06553911205074, 53.06553911205074, 53.06553911205074, 53.06553911205074, 53.06553911205074, 47.040169133192386, 53.06553911205074]]","[[0.70065838098526, 0.7092170715332031, 0.6979936957359314, 0.6923935413360596, 0.7109640836715698, 0.6924622654914856, 0.6957347393035889, 0.6991267204284668, 0.7051753401756287, 0.6980612277984619, 0.693081796169281, 0.6922668218612671, 0.7206170558929443, 0.692552387714386, 0.6949017643928528, 0.6935245990753174, 0.6962547302246094, 0.6938424706459045, 0.6926484704017639, 0.7160884141921997, 0.6997542381286621, 0.710176944732666], [0.688493549823761, 0.6845399737358093, 0.6844077706336975, 0.6904307007789612, 0.6884294748306274, 0.7052664756774902, 0.68452388048172, 0.7056688070297241, 0.6860151290893555, 0.687980055809021, 0.6902344226837158, 0.6995607614517212, 0.713729202747345], [0.70140540599823, 0.6867935061454773, 0.6867506504058838, 0.6872137188911438, 0.6875653862953186, 0.6905330419540405, 0.6867594718933105, 0.6878372430801392, 0.688156247138977, 0.6880239844322205, 0.6919128894805908, 0.6909381747245789, 0.6987558007240295], [0.6859064698219299, 0.7004578709602356, 0.695910632610321, 0.6933506727218628, 0.6917732954025269, 0.6950933933258057, 0.6925371289253235, 0.6928980350494385, 0.6922364234924316, 0.7124629020690918, 0.6942980289459229, 0.6941359639167786, 0.707181453704834, 0.6999133825302124, 0.7201676964759827], [0.6934471726417542, 0.7000229954719543, 0.690632164478302, 0.6906850337982178, 0.6943221092224121, 0.6920164227485657, 0.6921982765197754, 0.6929305195808411, 0.6916306614875793, 0.6919667720794678, 0.6952955722808838, 0.6962986588478088, 0.6980879902839661]]","[52.37592397043294, 56.599788806758184, 55.649419218585, 52.64270613107822, 53.06553911205074]","[0.6900275349617004, 0.6916694045066833, 0.6920780539512634, 0.6906730532646179, 0.6908473372459412]","[0.6922668218612671, 0.6844077706336975, 0.6867506504058838, 0.6917732954025269, 0.690632164478302]","{'hidden_units': 128, 'input_shape': 49152, 'learning_rate': 0.1, 'loss': CrossEntropyLoss(), 'max_epochs': 50, 'model': <class 'models.MP_1'>, 'optimizer': <class 'torch.optim.adam.Adam'>, 'output_shape': 2}",524.29190993309
NVIDIA GeForce GTX 1650,"[[1.3389307260513306, 0.6903519630432129, 0.6903491616249084, 0.6901283264160156, 0.6902114152908325, 0.6899385452270508, 0.6900040507316589, 0.6897673010826111, 0.6896129846572876, 0.6897215247154236, 0.689857542514801, 0.68966144323349], [4.148781776428223, 0.6920558214187622, 0.6923046708106995, 0.6915430426597595, 0.6923035383224487, 0.6916760802268982, 0.6913939714431763, 0.6909974217414856, 0.6919653415679932, 0.6911823153495789, 0.6918668746948242, 0.6917516589164734, 0.6921172738075256, 0.6914950013160706, 0.6916016340255737, 0.6915799379348755, 0.6919223070144653, 0.6917179822921753, 0.6915984749794006, 0.6913614273071289], [2.1190643310546875, 0.6924625039100647, 0.6923343539237976, 0.6914396286010742, 0.6917654275894165, 0.6916702389717102, 0.6911905407905579, 0.6919118165969849, 0.6916254162788391, 0.6909788250923157, 0.6914957761764526, 0.6917524337768555, 0.6916037797927856, 0.6916542053222656, 0.6916505098342896, 0.6910362839698792, 0.6931136250495911, 0.6913048624992371, 0.6915051937103271], [15.215872764587402, 0.6913948655128479, 0.6910533905029297, 0.690765380859375, 0.690494954586029, 0.6912868618965149, 0.6901031136512756, 0.6888154149055481, 0.6910088062286377, 0.6902806758880615, 0.6888635754585266, 0.6912364959716797, 0.6906075477600098, 0.6900265216827393, 0.6909255981445312, 0.6907291412353516, 0.6903550028800964, 0.6904727220535278, 0.6912913918495178, 0.6907104849815369, 0.6905445456504822, 0.6907346248626709, 0.6904700398445129, 0.6904111504554749, 0.6907998323440552, 0.6907172203063965, 0.6905774474143982, 0.6906910538673401, 0.6901706457138062, 0.6900811791419983], [3.9365413188934326, 0.691119372844696, 0.6963263750076294, 0.690885603427887, 0.691252589225769, 0.6911970376968384, 0.6910184025764465, 1.1504374742507935, 0.6901328563690186, 0.690504789352417, 0.6907774209976196, 0.6907483339309692]]","[[52.481520591341074, 52.37592397043294, 52.37592397043294, 52.37592397043294, 52.37592397043294, 52.37592397043294, 52.37592397043294, 52.37592397043294, 52.37592397043294, 52.37592397043294, 47.62407602956706, 52.37592397043294, 52.37592397043294], [56.599788806758184, 43.400211193241816, 56.599788806758184, 56.599788806758184, 56.599788806758184, 56.599788806758184, 56.599788806758184, 56.599788806758184, 56.599788806758184, 43.400211193241816, 56.599788806758184, 56.599788806758184, 56.599788806758184, 56.599788806758184, 56.599788806758184, 56.599788806758184, 56.599788806758184, 56.599788806758184, 56.599788806758184, 56.599788806758184, 56.599788806758184], [43.82259767687434, 55.649419218585, 55.649419218585, 55.649419218585, 55.649419218585, 55.649419218585, 55.649419218585, 55.649419218585, 55.649419218585, 55.649419218585, 44.350580781415, 55.649419218585, 55.649419218585, 55.649419218585, 55.649419218585, 55.649419218585, 44.350580781415, 55.649419218585, 55.649419218585, 55.649419218585], [52.64270613107822, 52.64270613107822, 52.64270613107822, 52.64270613107822, 52.64270613107822, 47.35729386892178, 52.64270613107822, 52.64270613107822, 52.64270613107822, 52.64270613107822, 52.64270613107822, 52.64270613107822, 52.64270613107822, 52.64270613107822, 52.64270613107822, 52.64270613107822, 52.64270613107822, 52.64270613107822, 52.64270613107822, 52.64270613107822, 52.64270613107822, 52.64270613107822, 52.64270613107822, 52.64270613107822, 52.64270613107822, 52.64270613107822, 52.64270613107822, 52.64270613107822, 52.64270613107822, 52.64270613107822, 52.64270613107822], [46.93446088794926, 53.06553911205074, 53.06553911205074, 53.06553911205074, 53.06553911205074, 53.06553911205074, 53.06553911205074, 46.93446088794926, 53.06553911205074, 53.06553911205074, 53.06553911205074, 53.06553911205074, 53.06553911205074]]","[[0.691713809967041, 0.6924468278884888, 0.6920778155326843, 0.6927022337913513, 0.6921500563621521, 0.6932352185249329, 0.6925191283226013, 0.6925974488258362, 0.6969081163406372, 0.693529486656189, 0.696444034576416, 0.6933865547180176, 0.6944465041160583], [0.6826463341712952, 0.6933217644691467, 0.6908286213874817, 0.6853271126747131, 0.6856376528739929, 0.6851969957351685, 0.6858248114585876, 0.6847600936889648, 0.6886183023452759, 0.6963291168212891, 0.684447169303894, 0.6852638125419617, 0.6844829320907593, 0.6857245564460754, 0.6856405735015869, 0.68479323387146, 0.6853000521659851, 0.6895902752876282, 0.6904744505882263, 0.6853191256523132, 0.6861960887908936], [0.7006303071975708, 0.6907193064689636, 0.6889114379882812, 0.692785918712616, 0.6895943880081177, 0.6894985437393188, 0.6868455410003662, 0.69219571352005, 0.6895046234130859, 0.6868303418159485, 0.6945298314094543, 0.6868317723274231, 0.6869617104530334, 0.6891205906867981, 0.6868898868560791, 0.6896539926528931, 0.7024521827697754, 0.6894954442977905, 0.6877785325050354, 0.6874585151672363], [0.6932900547981262, 0.6931073665618896, 0.693670928478241, 0.6962779760360718, 0.6985063552856445, 0.6933385729789734, 0.6924974918365479, 0.701665997505188, 0.7109829187393188, 0.7018896341323853, 0.6919297575950623, 0.7058877944946289, 0.6943513751029968, 0.6949085593223572, 0.6917568445205688, 0.6925308704376221, 0.6926842927932739, 0.6980952024459839, 0.6919930577278137, 0.6921899318695068, 0.6917524933815002, 0.69263756275177, 0.6923984289169312, 0.6934919953346252, 0.6946203112602234, 0.6932653784751892, 0.6917865872383118, 0.6935217380523682, 0.6923664808273315, 0.6963121891021729, 0.691951334476471], [0.7046582102775574, 0.6936303973197937, 0.6912686824798584, 0.6914488077163696, 0.6912763714790344, 0.6939312219619751, 0.6914358735084534, 0.6934948563575745, 0.6913476586341858, 0.7009844183921814, 0.6920919418334961, 0.6916276216506958, 0.6969239115715027]]","[52.37592397043294, 56.599788806758184, 55.649419218585, 52.64270613107822, 53.06553911205074]","[0.6896129846572876, 0.6909974217414856, 0.6909788250923157, 0.6888154149055481, 0.6901328563690186]","[0.6920778155326843, 0.684447169303894, 0.6868303418159485, 0.6917524933815002, 0.6912686824798584]","{'hidden_units': 128, 'input_shape': 49152, 'learning_rate': 0.1, 'loss': CrossEntropyLoss(), 'max_epochs': 50, 'model': <class 'models.MP_2'>, 'optimizer': <class 'torch.optim.sgd.SGD'>, 'output_shape': 2}",674.050359249115
NVIDIA GeForce GTX 1650,"[[1506.98486328125, 0.711326003074646, 0.6939312219619751, 0.6969359517097473, 0.7023040056228638, 0.7035056948661804, 0.6962331533432007, 0.7024416327476501, 0.7009897828102112, 0.7044893503189087, 0.701278805732727, 0.7021468877792358, 0.6998111009597778, 0.6995934247970581, 0.697609543800354, 0.7021549344062805, 0.7079698443412781, 0.7083194255828857, 0.6951991319656372, 0.6992462873458862, 0.698667585849762, 0.6970810294151306, 0.714827835559845, 0.6999882459640503, 0.7100802063941956, 0.70175701379776, 0.6993027925491333, 0.6919702887535095, 0.6942368149757385, 0.7045680284500122, 0.7055116891860962, 0.6970235109329224, 0.6941893696784973, 0.6971549391746521, 0.6989858746528625, 0.697968065738678, 0.6988059878349304, 0.696483850479126, 0.6978188157081604, 0.7008485794067383, 0.7019239664077759, 0.7003756165504456, 0.694625973701477, 0.6995561718940735, 0.6964600086212158, 0.6960920095443726, 0.6969422101974487, 0.6934619545936584, 0.6913952231407166, 0.6930108070373535], [816.1602783203125, 2.6202592849731445, 0.7025136351585388, 0.6998063921928406, 0.7151100635528564, 0.7003694772720337, 0.6991886496543884, 0.7115219831466675, 0.7187350988388062, 0.7089346647262573, 0.7088371515274048, 0.700498640537262, 0.696950376033783, 0.706035852432251, 0.7030473351478577, 0.7139584422111511, 0.7185533046722412, 0.7082638144493103, 0.7070340514183044, 0.7074440717697144, 0.7015867829322815, 0.6994531750679016], [1913.6204833984375, 0.6932555437088013, 0.6929999589920044, 0.694377064704895, 0.6950981616973877, 0.692999005317688, 0.6953525543212891, 0.6958746910095215, 0.6945143938064575, 0.6936378479003906, 0.6994664669036865, 0.7018973231315613, 0.6933789849281311, 0.6985941529273987, 0.6969237923622131], [1090.1304931640625, 0.6990554928779602, 0.7043372392654419, 0.7015933990478516, 0.6976158022880554, 0.6975036859512329, 0.6938564777374268, 0.6906628608703613, 0.6932543516159058, 0.6907053589820862, 0.6904670596122742, 0.6924930214881897, 0.6920567750930786, 0.691472589969635, 0.6900857090950012, 0.6924012899398804, 0.6926295757293701, 0.6906501054763794, 0.6921562552452087, 0.6933019757270813, 0.6935377717018127, 0.690965473651886, 0.6935467720031738, 0.6952570080757141, 0.693678617477417, 0.6947138905525208, 0.692693829536438, 0.6923202872276306, 0.691413402557373, 0.6913967728614807, 0.6906772255897522, 0.6914657354354858, 0.6917284727096558, 0.6943838596343994], [1577.5699462890625, 0.6941279172897339, 0.6957305073738098, 0.6956750750541687, 0.6973667144775391, 0.6917312145233154, 0.6912199258804321, 0.6906149983406067, 0.6916085481643677, 0.6960738897323608, 0.6920724511146545, 0.6943340301513672, 0.6928943395614624, 0.6928852796554565, 0.692930281162262]]","[[48.15205913410771, 47.62407602956706, 52.37592397043294, 52.37592397043294, 52.37592397043294, 52.37592397043294, 47.62407602956706, 52.37592397043294, 47.62407602956706, 52.37592397043294, 47.62407602956706, 52.37592397043294, 47.62407602956706, 47.62407602956706, 52.37592397043294, 52.37592397043294, 52.37592397043294, 47.62407602956706, 52.37592397043294, 47.62407602956706, 47.62407602956706, 47.62407602956706, 52.37592397043294, 47.62407602956706, 52.37592397043294, 52.37592397043294, 52.37592397043294, 52.37592397043294, 52.37592397043294, 52.37592397043294, 52.37592397043294, 47.62407602956706, 52.37592397043294, 52.37592397043294, 47.62407602956706, 52.37592397043294, 52.37592397043294, 47.62407602956706, 52.37592397043294, 52.37592397043294, 47.62407602956706, 52.37592397043294, 52.37592397043294, 47.62407602956706, 52.37592397043294, 52.37592397043294, 52.37592397043294, 52.37592397043294, 52.37592397043294, 52.37592397043294, 52.37592397043294], [56.28299894403379, 56.49419218585005, 56.599788806758184, 56.599788806758184, 56.599788806758184, 43.400211193241816, 56.599788806758184, 43.400211193241816, 43.400211193241816, 56.599788806758184, 56.599788806758184, 56.599788806758184, 56.599788806758184, 56.599788806758184, 43.400211193241816, 56.599788806758184, 56.599788806758184, 43.400211193241816, 43.400211193241816, 56.599788806758184, 43.400211193241816, 56.599788806758184, 43.400211193241816], [47.94086589229145, 55.649419218585, 55.649419218585, 55.649419218585, 55.649419218585, 55.649419218585, 55.649419218585, 44.350580781415, 44.350580781415, 55.649419218585, 55.649419218585, 55.649419218585, 55.649419218585, 55.649419218585, 55.649419218585, 55.649419218585], [52.74841437632135, 47.35729386892178, 52.64270613107822, 52.64270613107822, 52.64270613107822, 47.35729386892178, 47.35729386892178, 52.64270613107822, 47.35729386892178, 52.64270613107822, 52.64270613107822, 52.64270613107822, 47.35729386892178, 52.64270613107822, 52.64270613107822, 52.64270613107822, 52.64270613107822, 52.64270613107822, 52.64270613107822, 52.64270613107822, 52.64270613107822, 47.35729386892178, 52.64270613107822, 47.35729386892178, 52.64270613107822, 52.64270613107822, 52.64270613107822, 52.64270613107822, 52.64270613107822, 52.64270613107822, 52.64270613107822, 52.64270613107822, 52.64270613107822, 52.64270613107822, 52.64270613107822], [44.503171247357294, 46.93446088794926, 53.06553911205074, 53.06553911205074, 53.06553911205074, 53.06553911205074, 53.06553911205074, 53.06553911205074, 53.06553911205074, 46.93446088794926, 53.06553911205074, 53.06553911205074, 53.06553911205074, 53.06553911205074, 53.06553911205074, 53.06553911205074]]","[[0.6942055821418762, 5.1885552406311035, 5.1779584884643555, 5.177443981170654, 5.178131103515625, 5.172797679901123, 5.192437648773193, 5.178410530090332, 5.215443134307861, 5.17720365524292, 5.173267364501953, 5.225157737731934, 5.166894435882568, 5.165694713592529, 5.161545276641846, 5.207200050354004, 5.157809734344482, 5.158156394958496, 5.153806209564209, 5.1587395668029785, 5.161325931549072, 5.146002292633057, 5.141883850097656, 5.155704021453857, 5.133084774017334, 5.175464153289795, 5.118834972381592, 5.123251914978027, 5.125511646270752, 5.198062896728516, 5.1023850440979, 5.104171276092529, 5.091793537139893, 5.091699123382568, 5.0844950675964355, 5.0973429679870605, 5.073419094085693, 5.069369316101074, 5.071221351623535, 5.059909820556641, 5.036012172698975, 5.055190563201904, 5.007309436798096, 5.006626605987549, 4.991612911224365, 4.984057903289795, 4.977511882781982, 4.977510929107666, 4.956420421600342, 4.952919006347656, 4.94541072845459], [0.6886085867881775, 2.843196392059326, 0.7031093835830688, 0.7024821639060974, 0.7098589539527893, 0.705603301525116, 0.6847532391548157, 0.7098235487937927, 0.758590579032898, 0.6873962879180908, 0.6919354200363159, 0.6845435500144958, 0.6845086812973022, 0.7047756910324097, 0.7512713074684143, 0.6845199465751648, 0.7318810820579529, 0.7336028218269348, 0.740480899810791, 0.698097288608551, 0.7149036526679993, 0.6853094100952148, 0.7116091847419739], [0.69979327917099, 0.6882938742637634, 0.687352180480957, 0.6895977258682251, 0.68914794921875, 0.6867654323577881, 0.6902602910995483, 0.7032848000526428, 0.6947835087776184, 0.6872850656509399, 0.6875231862068176, 0.6873743534088135, 0.6870716214179993, 0.6893150210380554, 0.6927251219749451, 0.6872032284736633], [0.6911373734474182, 0.7574535608291626, 0.7073935866355896, 0.7187095880508423, 0.7048636674880981, 0.7077652812004089, 0.694614827632904, 0.6919077038764954, 0.6950671076774597, 0.6955909132957458, 0.6920408010482788, 0.7015416026115417, 0.6950488686561584, 0.6922975182533264, 0.6917680501937866, 0.6919687986373901, 0.7012015581130981, 0.693696916103363, 0.692072331905365, 0.6923272609710693, 0.6930292248725891, 0.6986925005912781, 0.6997722387313843, 0.6951198577880859, 0.6917662620544434, 0.6922385096549988, 0.7107850909233093, 0.694556474685669, 0.6961607933044434, 0.6918957829475403, 0.6974534392356873, 0.6919922232627869, 0.6935590505599976, 0.7197246551513672, 0.6918858885765076], [0.696718156337738, 0.6941245198249817, 0.691630482673645, 0.6957051753997803, 0.691403329372406, 0.6912679672241211, 0.698733389377594, 0.6932248473167419, 0.6919264793395996, 0.6949928402900696, 0.6933329105377197, 0.69914710521698, 0.7001847624778748, 0.6951950192451477, 0.6914082169532776, 0.6913561820983887]]","[52.37592397043294, 56.599788806758184, 55.649419218585, 52.64270613107822, 53.06553911205074]","[0.6913952231407166, 0.696950376033783, 0.692999005317688, 0.6900857090950012, 0.6906149983406067]","[4.94541072845459, 0.6845086812973022, 0.6867654323577881, 0.6917662620544434, 0.6912679672241211]","{'hidden_units': 128, 'input_shape': 49152, 'learning_rate': 0.1, 'loss': CrossEntropyLoss(), 'max_epochs': 50, 'model': <class 'models.MP_2'>, 'optimizer': <class 'torch.optim.adam.Adam'>, 'output_shape': 2}",1030.63569641113
